benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,benefit_content,category,category_id,on_offline,benefit_type,benefit_value,benefit_unit,target_merchants,excluded_merchants,performance_level,performance_min,performance_max,min_amount,max_count,max_limit,max_limit_unit,updated_at,benefit_main_title
SHC_1228407_2207_B0001,SHC_1228407_2207,주요혜택,일상 생활비 적립,일상 생활비 적립,일상 생활비 적립,국내 결제금액 포인트 적립,생활비,12,Both,포인트적립,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0002,SHC_1228407_2207,주요혜택,일상 생활비 적립,일상 생활비 적립,일상 생활비 적립,건당 결제금액별 0.7~3% 포인트 적립,생활비,12,Both,포인트적립,0.7,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0003,SHC_1228407_2207,주요혜택,일상 생활비 적립,일상 생활비 적립,일상 생활비 적립,신한 SOL페이 결제 시 0.5% 추가 적립,"페이/간편결제, 생활비",12,Both,,0.5,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0004,SHC_1228407_2207,주요혜택,일상 생활비 적립,일상 생활비 적립,일상 생활비 적립,해외 결제금액 1% 포인트 적립,"생활비, 해외","12, 19",Both,포인트적립,1.0,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0005,SHC_1228407_2207,주요혜택,일상 생활비 적립,일상 생활비 적립,일상 생활비 적립,"가족행사월(5월, 12월) 적립 한도 1만 포인트 추가 제공",생활비,12,Both,,10000.0,포인트,,,,,,,,10000.0,포인트,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0006,SHC_1228407_2207,주요혜택,주말 외식비 적립,주말 외식비 적립,주말 외식비 적립,주말 음식점/배달앱 건당 2만원 이상 결제 시 1천 포인트 적립,"배달, 외식","15, 16",Online,포인트적립,1000.0,포인트,,,,,,20000.0,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0007,SHC_1228407_2207,주요혜택,주말 외식비 적립,주말 외식비 적립,주말 외식비 적립,"음식점: 한식, 일식, 양식, 중식, 뷔페, 맥주홀, 일반대중음식, 패스트푸드, 제과점 업종","커피제과/카페/베이커리, 외식","14, 16",Offline,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0008,SHC_1228407_2207,주요혜택,주말 외식비 적립,주말 외식비 적립,주말 외식비 적립,"배달앱: 배달의민족, 요기요, 땡겨요","배달, 외식","15, 16",Online,,,,"배달의민족, 요기요, 땡겨요",,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0009,SHC_1228407_2207,주요혜택,정기결제 자동납부 적립,정기결제 자동납부 적립,정기결제 자동납부 적립,"정기결제 자동납부 시 2만원당 1천 포인트 적립 도시가스/전기요금, 이동통신요금(SKT, KT, LG U+)","구독/스트리밍, 생활비","8, 12",Online,포인트적립,1000.0,포인트,"SKT, KT, LG U+",,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0010,SHC_1228407_2207,주요혜택,OTT 적립,OTT 적립,OTT 적립,"OTT 최대 2천 포인트 적립 넷플릭스, 유튜브 프리미엄, 티빙",구독/스트리밍,8,Online,포인트적립,2000.0,포인트,"넷플릭스, 유튜브 프리미엄, 티빙",,,,,,,2000.0,포인트,2026-04-30,OTT 적립
SHC_1228407_2207_B0011,SHC_1228407_2207,주요혜택,공통 유의사항,공통 유의사항,공통 유의사항,적립 서비스 유의사항,,,Both,,,,,,,,,,,,,2026-04-30,공통 유의사항
SHC_1228407_2207_B0012,SHC_1228407_2207,주요혜택,공통 유의사항,공통 유의사항,공통 유의사항,전월 이용금액 산정기준,,,Both,,,,,,,,,,,,,2026-04-30,공통 유의사항
SHC_1228407_2207_B0013,SHC_1228407_2207,주요혜택,Platinum,Platinum,Platinum,국제 브랜드사 서비스(플래티늄 등급 선택 시 제공),,,Both,,,,,,,,,,,,,2026-04-30,Platinum
SHC_1228407_2207_B0014,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 0.7~3% 마이신한포인트 적립,생활비,12,Both,포인트적립,0.7,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0015,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,신한 SOL페이로 국내 결제 시 0.5% 마이신한포인트 추가 적립,"페이/간편결제, 생활비",12,Both,포인트적립,0.5,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0016,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,건당 결제금액: 3만원 미만 | 건당 적립률: 0.7% | 신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,0.7,%,,,3만원 미만,0.0,30000.0,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0017,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,건당 결제금액: 3만원 이상 10만원 미만 | 건당 적립률: 1.0% | 신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,1.0,%,,,3만원 이상 10만원 미만,30000.0,100000.0,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0018,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,건당 결제금액: 10만원 이상 30만원 미만 | 건당 적립률: 1.5% | 신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,1.5,%,,,10만원 이상 30만원 미만,100000.0,300000.0,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0019,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,건당 결제금액: 30만원 이상 100만원 미만 | 건당 적립률: 2.0% | 신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,2.0,%,,,30만원 이상 100만원 미만,300000.0,1000000.0,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0020,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,건당 결제금액: 100만원 이상 | 건당 적립률: 3.0% | 신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,3.0,%,,,100만원 이상,1000000.0,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0021,SHC_1228407_2207,상세혜택,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,신한 SOL페이 추가 적립: 0.5%,"페이/간편결제, 생활비",12,Both,포인트적립,0.5,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0022,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"신한 SOL페이 추가 적립 기준: 신한 SOL페이·신한 슈퍼SOL로 결제(터치결제, QR·바코드 결제, NFC 결제 포함. 단, ARS결제, 일반결제, Smart결제는 추가 적립 제외)",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0023,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"일시불 거래의 할부 전환 시, 일시불 거래 기준으로 적립됩니다.",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0024,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,할부 거래는 총 거래 금액 기준으로 건당 적립률이 1회 적용됩니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0025,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"무이자할부 거래(슬림할부 등 부분 무이자, 일시불의 무이자할부 전환 포함)는 적립되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0026,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"포인트 사용 거래의 경우, 포인트 사용 금액을 제외한 결제금액을 기준으로 적립됩니다.",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0027,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,아래 결제금액은 ‘일상 생활비 적립 서비스’가 적용되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0028,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"도시가스, 전기요금, 이동통신요금(SKT, KT, LG U+)",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0029,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,"OTT(넷플릭스, 유튜브 프리미엄, 티빙) 결제금액",,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0030,SHC_1228407_2207,유의사항,일상 생활비 적립,국내 건당 결제금액별 포인트 적립,국내 건당 결제금액별 포인트 적립,*자동납부 및 자동납부 외 방식 모두 적용 제외,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0031,SHC_1228407_2207,상세혜택,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외(일시불) 결제금액에 대해 1% 마이신한포인트 적립,"생활비, 해외","12, 19",Both,포인트적립,1.0,%,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0032,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외겸용(VISA) 카드 발급 후 이용 시 적립됩니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0033,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 일시불 결제금액은 최종 원화 청구금액을 기준으로 적립됩니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0034,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 일시불 거래 후 할부로 전환(유이자 할부 전환 포함)하는 경우는 적립되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0035,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 결제금액은 신한카드 전산상 해외 가맹점에서 거래된 금액만 대상으로 합니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0036,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 온라인 사이트에서 국내 가맹점(국내 전자지급 결제 대행사(PG사))으로 결제되는 경우는 적립되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0037,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 현금인출 이용금액은 적립되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0038,SHC_1228407_2207,유의사항,일상 생활비 적립,해외 결제금액 1% 포인트 적립,해외 결제금액 1% 포인트 적립,해외 이용시 별도의 수수료가 부과됩니다. 자세한 내용은 안내장 후면 ‘해외이용 확인사항’을 확인 바랍니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0039,SHC_1228407_2207,상세혜택,일상 생활비 적립,"가족행사월(5월, 12월) 적립 한도 1만 포인트 추가 제공","가족행사월(5월, 12월) 적립 한도 1만 포인트 추가 제공","가족행사가 많은 5월, 12월 일상 생활비 적립 한도 1만 포인트 추가 제공",생활비,12,Both,포인트적립,10000.0,포인트,,,,,,,,10000.0,포인트,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0040,SHC_1228407_2207,유의사항,일상 생활비 적립,"가족행사월(5월, 12월) 적립 한도 1만 포인트 추가 제공","가족행사월(5월, 12월) 적립 한도 1만 포인트 추가 제공",전월 이용 금액 40만원 이상 시 제공됩니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0041,SHC_1228407_2207,상세혜택,일상 생활비 적립,월 통합 적립 한도(일상 생활비 적립 서비스),월 통합 적립 한도(일상 생활비 적립 서비스),"전월 이용금액: 40만원 이상 80만원 미만 | 월 한도 (5월, 12월 제외): 1만 포인트 | 가족행사월 한도 (5월, 12월): 2만 포인트",생활비,12,Both,포인트적립,10000.0,포인트,,,40만원 이상 80만원 미만,400000.0,800000.0,,,10000.0,포인트,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0042,SHC_1228407_2207,상세혜택,일상 생활비 적립,월 통합 적립 한도(일상 생활비 적립 서비스),월 통합 적립 한도(일상 생활비 적립 서비스),"전월 이용금액: 80만원 이상 120만원 미만 | 월 한도 (5월, 12월 제외): 3만 포인트 | 가족행사월 한도 (5월, 12월): 4만 포인트",생활비,12,Both,포인트적립,30000.0,포인트,,,80만원 이상 120만원 미만,800000.0,1200000.0,,,30000.0,포인트,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0043,SHC_1228407_2207,상세혜택,일상 생활비 적립,월 통합 적립 한도(일상 생활비 적립 서비스),월 통합 적립 한도(일상 생활비 적립 서비스),"전월 이용금액: 120만원 이상 | 월 한도 (5월, 12월 제외): 5만 포인트 | 가족행사월 한도 (5월, 12월): 6만 포인트",생활비,12,Both,포인트적립,50000.0,포인트,,,120만원 이상,1200000.0,,,,50000.0,포인트,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0044,SHC_1228407_2207,유의사항,일상 생활비 적립,월 통합 적립 한도(일상 생활비 적립 서비스),월 통합 적립 한도(일상 생활비 적립 서비스),일상 생활비 적립 서비스 제외 대상을 포함한 유의사항 및 전월 이용금액 관련 상세 기준은 ‘공통 유의사항’을 확인해 주시기 바랍니다.,,,,,,,,,,,,,,,,2026-04-30,일상 생활비 적립
SHC_1228407_2207_B0045,SHC_1228407_2207,상세혜택,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,주말(토/일) 음식점/배달앱 건당 2만원 이상 결제 시 1천 마이신한포인트 적립,"배달, 외식","15, 16",Online,포인트적립,1000.0,포인트,,,,,,20000.0,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0046,SHC_1228407_2207,상세혜택,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,영역: 음식점 (음식점 업종 가맹점) | 유의사항: 커피 업종 제외 오프라인 가맹점에서만 적립 | 유의사항.1: 통합 일1회 적용,"커피제과/카페/베이커리, 외식","14, 16",Offline,포인트적립,,,,"스타벅스, 투썸플레이스, 이디야, 메가커피, 빽다방, 할리스, 엔제리너스, 파스쿠찌, 폴바셋, 더벤티, 컴포즈커피, 파리바게뜨, 뚜레쥬르, 파리크라상, 던킨, 배스킨라빈스, 크리스피크림",,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0047,SHC_1228407_2207,상세혜택,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"영역: 배달앱 (배달의 민족, 요기요, 땡겨요) | 유의사항: 공식 배달앱에서 [앱 내 카드결제 > 신한 SOL페이] 결제 시 적립 | 유의사항.1: 통합 일1회 적용","페이/간편결제, 배달, 외식","15, 16",Online,포인트적립,,,"배달의 민족, 요기요, 땡겨요",,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0048,SHC_1228407_2207,상세혜택,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,유의사항.1: 통합 일1회 적용,외식,16,Both,포인트적립,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0049,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,음식점 영역은 신한카드 가맹점 분류상 음식점 업종인 경우에만 적립됩니다.,,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0050,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"음식점 업종: 한식, 일식, 양식, 중식, 뷔페, 맥주홀, 일반대중음식, 패스트푸드, 제과점 업종",,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0051,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,음식점 영역은 오프라인 매장에서 이용한 경우에만 적립됩니다.,,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0052,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,신한카드에 등록된 가맹점 업종기준으로 서비스 적용됩니다. 가맹점 업종은 신한카드 홈페이지 ‘가맹점찾기’에서 확인할 수 있습니다.,,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0053,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,아래의 경우는 음식점 영역 적립 서비스가 적용되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0054,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"음식점 매장이 백화점, 할인점, 면세점, 공항 등 입점 매장으로 음식점 업종이 아닌 경우",,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0055,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"음식점 업종에서 간편결제(Pay)로 결제하여 가맹점명이 간편결제명(네이버페이, 카카오페이 등)인 경우",,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0056,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"배달앱 영역은 공식 배달앱에서 ‘앱 내 카드결제’시 적립되며, ‘만나서/현장 카드 결제, 페이결제’ 등 다른 결제 방식은 적립되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0057,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,"배달앱 영역은 공식 배달앱에서 신한 SOL페이·신한 슈퍼SOL로 모바일·온라인 결제 시에만 적립됩니다. 신한 SOL페이에서 ARS결제, 일반결제, Smart결제를 이용하실 경우에는 적립되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0058,SHC_1228407_2207,유의사항,주말 외식비 적립,필수 생활비 - 주말 외식비 포인트 적립,필수 생활비 - 주말 외식비 포인트 적립,‘주말 외식비 포인트 적립 서비스’와 ‘일상 생활비 적립 서비스’는 중복으로 적용됩니다.,,,,,,,,,,,,,,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0059,SHC_1228407_2207,상세혜택,주말 외식비 적립,월 통합 적립 횟수 한도(필수 생활비 적립 서비스 - 주말 외식비 포인트 적립),월 통합 적립 횟수 한도(필수 생활비 적립 서비스 - 주말 외식비 포인트 적립),전월 이용금액: 40만원 미만 | 월 횟수: 2회,"생활비, 외식","12, 16",Both,포인트적립,,,,,40만원 미만,0.0,400000.0,,2.0,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0060,SHC_1228407_2207,상세혜택,주말 외식비 적립,월 통합 적립 횟수 한도(필수 생활비 적립 서비스 - 주말 외식비 포인트 적립),월 통합 적립 횟수 한도(필수 생활비 적립 서비스 - 주말 외식비 포인트 적립),전월 이용금액: 40만원 이상 | 월 횟수: 5회,"생활비, 외식","12, 16",Both,포인트적립,,,,,40만원 이상,400000.0,,,5.0,,,2026-04-30,주말 외식비 적립
SHC_1228407_2207_B0061,SHC_1228407_2207,상세혜택,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"도시가스/전기요금, 이동통신요금 자동납부 시 2만원당 1천 마이신한포인트 적립","구독/스트리밍, 생활비","8, 12",Online,포인트적립,1000.0,포인트,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0062,SHC_1228407_2207,상세혜택,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,대상 영역: 도시가스/전기요금 | 유의사항: 대상 영역별 각각  월 1회 적용 1회 승인금액 기준 10만원까지 적용 (영역별 최대 5천 포인트 적립),"구독/스트리밍, 생활비","8, 12",Online,포인트적립,5000.0,포인트,,,,,,,1.0,5000.0,포인트,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0063,SHC_1228407_2207,상세혜택,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,대상 영역: 이동통신요금 (SKT/KT/LG U+) | 유의사항: 대상 영역별 각각  월 1회 적용 1회 승인금액 기준 10만원까지 적용 (영역별 최대 5천 포인트 적립),"구독/스트리밍, 생활비","8, 12",Online,포인트적립,5000.0,포인트,"SKT, KT, LG U+",,,,,,1.0,5000.0,포인트,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0064,SHC_1228407_2207,상세혜택,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,유의사항: 대상 영역별 각각  월 1회 적용 1회 승인금액 기준 10만원까지 적용 (영역별 최대 5천 포인트 적립),"구독/스트리밍, 생활비","8, 12",Online,포인트적립,5000.0,포인트,,,,,,,1.0,5000.0,포인트,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0065,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,자동납부 승인금액 기준으로 2만원당 1천 포인트가 적립됩니다.,,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0066,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"(예시) 이동통신요금 63,000원 자동납부 승인된 경우, 3천 포인트 적립",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0067,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"2만원 이상 자동납부할 경우 적립되며, 2건 이상의 납부 금액을 합산하여 적립되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0068,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"도시가스/전기요금은 통합 영역으로, 월 1건만 적립됩니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0069,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,도시가스/전기요금이 아파트관리비에 포함되어 결제되는 경우 적립되지 않습니다.,,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0070,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"자동납부 거래가 주말/공휴일 등의 사유로 자동납부 청구월의 다음달 초 승인되는 경우, 해당 거래의 포인트 적립은 청구월이 아닌 자동납부 승인월 기준으로 적용됩니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0071,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"(예시) 매월 30일 자동납부 고객의 9월 30일 승인 예정 거래가 주말/공휴일과 겹쳐 10월 첫 영업일에 승인되는 경우, 해당 거래는 10월 거래로 적립됨",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0072,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"이동통신요금 영역은 SKT, KT, LG U+의 순수 통신요금 자동납부 건만 적립되며, 약정금액 대납, 지점을 통한 월납, 알뜰폰 요금 등은 적립되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0073,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"각 대상 영역 내 자동납부가 2건 이상 등록되어 있는 경우, 매월 첫번째 결제되는 자동납부 건에 대해서만 적립됩니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0074,SHC_1228407_2207,유의사항,정기결제 자동납부 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,필수 생활비 - 정기결제 자동납부 포인트 적립,"도시가스/전기요금, 이동통신요금(SKT/KT/LGU+) 자동납부 금액은 ‘정기결제 자동납부 포인트 적립 서비스’만 적용되며, ‘일상 생활비 적립 서비스’는 적용되지 않습니다.",,,,,,,,,,,,,,,,2026-04-30,정기결제 자동납부 적립
SHC_1228407_2207_B0075,SHC_1228407_2207,상세혜택,정기결제 자동납부 적립,월 통합 적립 한도(필수 생활비 적립 서비스 – 정기결제 자동납부 포인트 적립),월 통합 적립 한도(필수 생활비 적립 서비스 – 정기결제 자동납부 포인트 적립),전월 이용금액: 40만원 이상 | 월 한도: 1만 포인트 (영역별 5천 포인트),"구독/스트리밍, 생활비","8, 12",Online,포인트적립,10000.0,포인트,,,40만원 이상,400000.0,,,,10000.0,포인트,2026-04-30,정기결제 자동납부 적립
