event_id,card_id,company,card_name,origin_event_code,event_title,event_link,start_date,end_date,event_type,section,event_content,updated_at
02219_E0001,02219,국민,두산베어스 KB카드,1000993,받자! 최!강!두!산!두산베어스 KB카드,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000993,2026-05-01,2026-05-31,캐시백,대상,"두산베어스 KB국민카드 고객
아래 내용에 모두 해당하는 고객
두산베어스 KB카드 소지 고객
행사 시작일 기준 직전 6개월 동안  (2025.11.1(토) ~ 2026.4.30(목)) 모든 KB국민 개인 신용카드 (KB국민 비씨, 가족카드, 하이패스, 후불교통카드 포함) 이용실적이 없는 고객",2026-06-06 15:21:45
02219_E0001,02219,국민,두산베어스 KB카드,1000993,받자! 최!강!두!산!두산베어스 KB카드,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000993,2026-05-01,2026-05-31,캐시백,내용,"기간 동안 대상카드로
100만원 이상 이용하고 응모하면
추첨을 통해 베어스라운지*에서 두산베어스 홈경기 관람(응모/동의 필수)
* 베어스라운지: 두산베어스 응원 전용 좌석
구분: 대상자 수 | 내용: 총 7팀(1팀당 2명)
구분: 제공사항 | 내용: 전용 프라이빗 라운지(실내) 전용 프라이빗 관람석(실외) 푸드 케이터링
구분: 당첨자 발표 | 내용: 2026.6월 초 예정
구분: 경기 일정 | 내용: 2026.7월 중 평일 두산베어스 홈경기 * 주말, 공휴일 경기 제외
구분: 유의사항 | 내용: 두산 '베어스라운지' 이용 관련 세부 일정은 참석 대상자 앞 별도 안내드릴 예정입니다. 3회 이상 미수신 시 혜택 제공이 불가합니다. 해당 라운지 좌석은 홈팀 응원 전용좌석으로 두산베어스 외 다른 팀 응원을 자제해 주시기 바랍니다. 우천으로 인해 경기가 취소될 경우, 라운지 이용 및 재예약이 불가하다는 점 양해 부탁드립니다. 구단 사정에 따라 일정이 변경되거나 취소될 수 있습니다. 주차비는 따로 지원되지 않습니다.
이용 기간 동안 대상카드로
10만원 이상 이용하고 응모하면
5만원 캐시백 제공
* 이용 기간: 2026.5.1(금) ~ 5.31(일)",2026-06-06 15:21:45
02219_E0001,02219,국민,두산베어스 KB카드,1000993,받자! 최!강!두!산!두산베어스 KB카드,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000993,2026-05-01,2026-05-31,캐시백,혜택 제공,"행사 1.
2026.7월 중 제공 예정
행사 2.
2026.6.30(화) 안에 제공 예정",2026-06-06 15:21:45
02219_E0001,02219,국민,두산베어스 KB카드,1000993,받자! 최!강!두!산!두산베어스 KB카드,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000993,2026-05-01,2026-05-31,캐시백,확인사항,"응모 필수, 응모와 카드 이용 순서는 관계 없으며, 반드시 '정보제공 동의'와 '응모하기'를 완료해야 혜택을 받을 수 있습니다.
이 행사는 두산베어스 KB카드 개인 회원을 대상으로 하며, 혜택 제공일 기준 두산베어스 KB카드 개인 회원이 아닐 시 혜택 제공이 불가합니다.
이용금액은 2026.6.5(금)까지 전표 매입된 일시불, 할부 이용금액 기준으로 산정하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 상품권 구매 또는 선불카드 충전금액은 이용금액에서 제외됩니다.
가족카드 이용금액은 본인 회원에 합산됩니다.
혜택 제공 전 대상카드 해지/탈회/다른 카드로 교체/이용정지/분실/연체 등의 사유로 정상 보유하지 않은 고객은 대상에서 제외됩니다.
본인 회원 기준 적용되며, KB국민카드의 다른 이용 증대 행사와 중복 제공되지 않습니다.
가족카드는 대상에서 제외됩니다.
시작일 직전 1년 이내(최종 지급월 기준) KB국민카드의 비대면 신규회원대상 행사 관련 혜택을 받은 경우 및 최근월 행사 혜택 지급 예정 시 지급 대상에서 제외됩니다.
계약을 체결하기 전에 상품설명서와 약관을 확인하시기 바랍니다.
연체이자율: 회원별/이용상품별 정상이자율+3%p, 최고 연 20% 이내
단, 연체발생시점에 정상이자율이 없는 경우 아래와 같이 적용함
일시불 거래 연체 시: 거래발생시점의 최소기간 (2개월) 유이자할부 수수료율 적용
무이자할부 거래 연체 시: 거래발생시점의 동일한 할부 계약기간의 유이자할부 수수료율 적용
그 외의 경우: 정상이자율은 상법상 상사법정이율과 상호금융가계자금대출금리 중 높은 금리 적용
▶ 한국은행에서 매월 발표하는 가장 최근의 비은행 금융기관 가중평균대출금리 (신규대출 기준)
상환능력에 비해 신용카드 사용액이 과도할 경우 귀하의 개인신용평점이 하락할 수 있습니다.
개인신용평점 하락 시 금융거래 관련된 불이익이 발생할 수 있습니다.
일정기간 원리금을 연체할 경우, 모든 원리금을 변제할 의무가 발생할 수 있습니다.
신용카드 발급이 부적정한 경우(개인신용평점 낮음, 연체금 보유 등) 카드발급이 제한될 수 있습니다.
카드 이용대금과 이에 수반되는 모든 수수료를 지정된 대금 결제일에 상환합니다.
금융소비자는 금소법 제19조 제1항에 따라 해당 상품 또는 서비스에 대하여 설명을 받을 권리가 있으며, 그 설명을 듣고 내용을 충분히 이해한 후 거래하시기 바랍니다.
이 행사는 KB국민카드 영업정책 및 제휴업체 상황에 따라 변경 또는 중단될 수 있습니다.
문의: KB국민카드 고객센터(1588-1688)
여신금융협회 심의필 제 2026-C1h-06505호 (2026.05.04 ~ 2027.05.03)",2026-06-06 15:21:45
09137_E0001,09137,국민,NEED Global 카드,1000950,해외결제는 1400원으로고정환율 적용,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000950,2026-04-30,2026-06-07,캐시백,대상,"KB국민 개인 신용/체크 국내외겸용카드 고객 (KB국민 기업, 비씨카드 제외)",2026-06-06 15:22:06
09137_E0001,09137,국민,NEED Global 카드,1000950,해외결제는 1400원으로고정환율 적용,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000950,2026-04-30,2026-06-07,캐시백,내용,"응모하고 기간 동안 해외 가맹점에서 합산 30만원 이상 이용하면
1달러(USD) = 1,400원 고정환율을 적용하여 환율 차액은 포인트리 제공(최대 20,000포인트리)
* 원화환산 금액의 100포인트 단위까지 지급(10포인트 단위에서 반올림)
해외이용대금청구금액= ① + ② + ③
① [이용금액(미화) X 전신환매도율]
② [이용금액(미화) X 해외브랜드 수수료 X 전신환매도율]
③ [이용금액(미화) X 해외서비스수수료 X 전신환매도율]",2026-06-06 15:22:06
09137_E0001,09137,국민,NEED Global 카드,1000950,해외결제는 1400원으로고정환율 적용,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000950,2026-04-30,2026-06-07,캐시백,혜택 제공,2026.7.3(금) 안에 본인 회원 앞 제공 예정,2026-06-06 15:22:06
09137_E0001,09137,국민,NEED Global 카드,1000950,해외결제는 1400원으로고정환율 적용,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000950,2026-04-30,2026-06-07,캐시백,확인사항,"본인 회원이 응모 필수, 응모와 카드 이용 순서는 관계없습니다.
가족카드 이용금액은 본인 회원에 합산됩니다.
해외 승인일 때만 인정되며 간편결제(카카오페이 등록 이용 등) 국내 이용금액은 제외됩니다.
해외 승인 확인 경로: [KB Pay> 이용내역> 이용내역(매출전표)> 필터]로 이용구분 해외, 이용기간 선택
달러(USD) 이외 다른 통화로 결제해도 미화환산금액으로 계산됩니다.
행사 기간 안에 KB국민카드 승인이 완료되고, 2026.6.19(금) 안에 매입된 해외이용금액으로 합산 반영됩니다.
이용금액 중 승인거절, 승인취소, 부분취소, 매입취소, 반품/환불 등의 사유로 정상처리 되지 않을 경우 이용금액에 포함되지 않습니다.
행사 기간 이전에 이용한 건이라도 취소 전표가 행사 기간 중 매입되는 경우 기준금액에서 차감됩니다.
1달러(USD) = 1,400원 이하일 경우 해당 환율로 적용됩니다.
이용금액 30만원 이상 산정 기준: 기간 동안 총 원화청구금액(해외이용/서비스수수료 포함)
포인트리 지급 기준금액: 기간 동안 총 순수 미화환산금액(해외이용/서비스수수료 제외)
혜택이 잘못 제공된 경우(중복 제공, 이용 후 취소 등) 받은 혜택은 환원될 수 있습니다.
현금인출 및 단기카드 대출(현금서비스), 가상화폐 거래소 및 사행성 온라인 가맹점 등의 이용금액은 제외됩니다.
혜택 받기 전 카드 해지 또는 회원 탈퇴하면 혜택이 제공되지 않습니다.
유효 기간 만료에 의한 대상카드 미소지 시 혜택이 제공되지 않습니다.
이 행사는 KB국민카드 승인 시스템 기준으로 운영되며, 실제 승인시간과 다를 수 있습니다.
계약을 체결하기 전에 상품설명서와 약관을 확인하시기 바랍니다.
연체이자율: 회원별/이용상품별 정상이자율+3%p, 최고 연 20% 이내
단, 연체발생시점에 정상이자율이 없는 경우 아래와 같이 적용함
일시불 거래 연체 시: 거래발생시점의 최소기간(2개월) 유이자할부 수수료율 적용
무이자할부 거래 연체 시: 거래발생시점의 동일한 할부 계약기간의 유이자할부 수수료율 적용
그 외의 경우: 정상이자율은 상법상 상사법정이율과 상호금융가계자금대출금리 중 높은 금리 적용
▶ 한국은행에서 매월 발표하는 가장 최근의 비은행 금융기관 가중평균대출금리 (신규대출 기준)
상환능력에 비해 신용카드 사용액이 과도할 경우 귀하의 개인신용평점이 하락할 수 있습니다.
개인신용평점 하락 시 금융거래 관련된 불이익이 발생할 수 있습니다.
일정기간 원리금을 연체할 경우, 모든 원리금을 변제할 의무가 발생할 수 있습니다.
신용카드 발급이 부적정한 경우(연체금 보유, 개인신용평점 낮음 등) 카드발급이 제한될 수 있습니다.
카드 이용금액과 이에 수반되는 모든 수수료를 지정된 대금 결제일에 상환합니다.
금융소비자는 금소법 제19조 제1항에 따라 해당 상품 또는 서비스에 대하여 설명을 받을 권리가 있으며, 그 설명을 듣고 내용을 충분히 이해한 후 거래하시기 바랍니다.
이 행사는 KB국민카드 영업정책 및 제휴업체 상황에 따라 변경 또는 중단될 수 있습니다.
문의: KB국민카드 고객센터(1588-1688)
준법감시인 심의필 260429-01472-HPM (2026.04.29 ~ 2027.04.28)",2026-06-06 15:22:06
04288_E0001,04288,국민,T-economy KB국민카드,1000933,T-economySKT 통신요금 할인꿀팁,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000933,2026-05-01,2026-05-31,할인,대상,T-economy KB국민카드 고객,2026-06-06 15:22:36
04288_E0001,04288,국민,T-economy KB국민카드,1000933,T-economySKT 통신요금 할인꿀팁,https://card.kbcard.com/BON/DVIEW/HBBMCXCRVNEC0001?mainCC=a&eventNum=1000933,2026-05-01,2026-05-31,할인,내용,"아래 항목 해당되는 고객님께 24개월 동안 매월 SKT 통신료 추가 청구할인 제공
행사 시작일 직전 6개월 동안(2025.11.1(토) ~ 2026.4.30(목)) 모든 KB국민 개인 신용카드(KB국민 비씨, 가족카드 포함) 결제 이력이 없는 고객
대상카드로 SKT 통신요금 최초 자동납부 승인
행사 기간 이전 SKT 통신요금 자동납부 이력이 있는 고객은 행사 대상에서 제외
자동납부는 행사 다음 달까지 카드 승인되어야 하며, 추가 청구할인은 행사 다음 달부터 적용
(5월 행사의 경우 5월 자동납부 승인 건은 추가할인 안됨)
지난 달 이용실적 20만원 이상 ~ 30만원 미만 달성(매월 충족 필요)
전월실적: 20만원 이상 30만원 미만 | 프로모션 할인: 10,000원 | 총 청구할인 금액: 10,000원",2026-06-06 15:22:36
